OriginalCompanyName,CleanedCompanyName,Status,Timestamp
Aurelys,Aurelys,error,
Stichting Ommerstein,Stichting Ommerstein,error,
Tecobe BVBA,Tecobe,error,
Fiedelers Drink Market,Fiedelers Drink Market,error,
Mandoline Gezelschap Mandore Brugensis VZW,Mandoline Gezelschap Mandore Brugensis,error,
Loeff's Patent nv,Loeff's Patent,error,
Baterplan sa,Baterplan sa,error,
Poisson d'Or (Au),Poisson d'Or (Au),error,
Fieremans Sanitair Verwarming Keukens NV,Fieremans Sanitair Verwarming Keukens,error,
"Boortmeerbeek, Bevolking","Boortmeerbeek, Bevolking",error,
Noord-Zuid NV,Noord-Zuid,error,
Candaele/Marnick,Candaele/Marnick,error,
RVR Technicals BVBA,RVR Technicals,error,
New Sleiman Auto SPRL,New Sleiman Auto,ENT LP Stopped,2024-12-17 15:29:18
A 6 SPRL,A 6,ENT LP Active,2024-12-17 15:29:34
Froment-Evrard/Jacques,Froment-Evrard/Jacques,No result found for this search term,2024-12-17 15:29:49
Brosens/Gust [GUST BROSENS WATERTECHNIEK],Brosens/Gust [GUST BROSENS WATERTECHNIEK],not found in KBO data table,2024-12-17 15:30:05
Fransen T,Fransen T,not found in KBO data table,2024-12-17 15:30:21
Swijns Tom,Swijns Tom,not found in KBO data table,2024-12-17 15:30:36
Allegro,Allegro,ENT LP Stopped,2024-12-17 15:30:52
M̩tamorfose [METAMORPHOSE],M̩tamorfose [METAMORPHOSE],not found in KBO data table,2024-12-17 15:31:08
Ludwig Von,Ludwig Von,EU Active,2024-12-17 15:31:24
Roelants/Rafael [ROELANTS - DE ROOST],Roelants/Rafael [ROELANTS - DE ROOST],No result found for this search term,2024-12-17 15:31:39
Nid d'Hirondelle (Le),Nid d'Hirondelle (Le),not found in KBO data table,2024-12-17 15:31:55
Genk Graniet,Genk Graniet,EU Active,2024-12-17 15:32:10
Vlek,Vlek,EU Stopped,2024-12-17 15:32:26
Verheyden M,Verheyden M,not found in KBO data table,2024-12-17 15:32:44
Goodyear Dunlop Tires Belgium NV,Goodyear Dunlop Tires Belgium,No result found for this search term,2024-12-17 15:33:00
L.C. Fleurir,L.C. Fleurir,No result found for this search term,2024-12-17 15:33:15
De Ceuster &amp Associ̩s SPRL,De Ceuster &amp Associ̩s,No result found for this search term,2024-12-17 15:33:31
Finesse BVBA,Finesse,not found in KBO data table,2024-12-17 15:33:47
Stuber Ets,Stuber Ets,not found in KBO data table,2024-12-17 15:34:03
Hofman E.,Hofman E.,not found in KBO data table,2024-12-17 15:34:18
De Corner NV,De Corner,not found in KBO data table,2024-12-17 15:34:35
C Frame BVBA,C Frame,ENT LP Stopped,2024-12-17 15:34:51
Wijhuis Ingenieurs Bureau BVBA,Wijhuis Ingenieurs Bureau,ENT LP Active,2024-12-17 15:35:07
Moulin-Wuyten,Moulin-Wuyten,No result found for this search term,2024-12-17 15:35:22
Ceulemants Hilde,Ceulemants Hilde,not found in KBO data table,2024-12-17 15:35:38
Casteleyn/Erik,Casteleyn/Erik,not found in KBO data table,2024-12-17 15:35:53
Verraes,Verraes,not found in KBO data table,2024-12-17 14:50:19
Geerings-Dries/I.,Geerings-Dries/I.,No result found for this search term,2024-12-17 14:50:35
Tavernier/Philippe,Tavernier/Philippe,not found in KBO data table,2024-12-17 14:50:51
Chantier de Waterloo,Chantier de Waterloo,ENT LP Active,2024-12-17 14:51:07
Van Olmen-Bloemen/I.,Van Olmen-Bloemen/I.,No result found for this search term,2024-12-17 14:51:22
Abusol BVBA,Abusol,EU Stopped,2024-12-17 14:51:38
Motormen SA,Motormen SA,not found in KBO data table,2024-12-17 14:51:53
Brose F,Brose F,not found in KBO data table,2024-12-17 14:52:09
Centre Culturel MJC,Centre Culturel MJC,ENT LP Active,2024-12-17 14:52:25
Essenscia VZW,Essenscia,not found in KBO data table,2024-12-17 14:52:40
Bal S,Bal S,not found in KBO data table,2024-12-17 14:52:56
Van Hemelrijck F,Van Hemelrijck F,not found in KBO data table,2024-12-17 14:53:12
Van Hauwe/Erwin [DE PALLIETER],Van Hauwe/Erwin [DE PALLIETER],No result found for this search term,2024-12-17 14:53:28
Jida BVBA,Jida,ENT LP Active,2024-12-17 14:53:44
Godden-Ceelen/Frans,Godden-Ceelen/Frans,No result found for this search term,2024-12-17 14:53:59
Zie-Zo,Zie-Zo,not found in KBO data table,2024-12-17 14:54:15
Poppe Verzekeringen NV,Poppe Verzekeringen,EU Active,2024-12-17 14:54:30
Goris,Goris,not found in KBO data table,2024-12-17 14:54:47
Kempe/J [JEF KEMPE],Kempe/J [JEF KEMPE],No result found for this search term,2024-12-17 14:55:04
Hermans Bvba,Hermans,not found in KBO data table,2024-12-17 14:55:21
WM Supplies WM Hopital,WM Supplies WM Hopital,No result found for this search term,2024-12-17 14:55:37
Interdesignnet,Interdesignnet,No result found for this search term,2024-12-17 14:55:52
Isolatec,Isolatec,ENT LP Active,2024-12-17 14:56:08
F D Classic Interiors,F D Classic Interiors,No result found for this search term,2024-12-17 14:56:24
Tetese,Tetese,ENT LP Stopped,2024-12-17 14:56:40
Himschoot,Himschoot,not found in KBO data table,2024-12-17 14:56:55
Tramond,Tramond,ENT LP Stopped,2024-12-17 14:57:11
Vandenbon (Tuinen),Vandenbon (Tuinen),No result found for this search term,2024-12-17 14:57:27
Beenhouwerij Thyssen,Beenhouwerij Thyssen,ENT LP Stopped,2024-12-17 14:57:42
Legros J-F,Legros J-F,No result found for this search term,2024-12-17 14:57:58
Haldex [HALDEX NV],Haldex [HALDEX ],not found in KBO data table,2024-12-17 14:58:13
Interdata Europe,Interdata Europe,not found in KBO data table,2024-12-17 14:58:29
Van Caester/Alex,Van Caester/Alex,not found in KBO data table,2024-12-17 14:58:45
DEN ANKER NV,DEN ANKER,not found in KBO data table,2024-12-17 14:59:01
Houthandel R Van Acker NV,Houthandel R Van Acker,No result found for this search term,2024-12-17 14:59:17
De Pauw-Verpaelst/A. [KAPSALON CLAUDIA],De Pauw-Verpaelst/A. [KAPSALON CLAUDIA],No result found for this search term,2024-12-17 14:59:32
ALATURKA,ALATURKA,ENT LP Stopped,2024-12-17 14:59:48
De Moor-Vastgoed BVBA,De Moor-Vastgoed,No result found for this search term,2024-12-17 15:00:04
I-Cresendo,I-Cresendo,No result found for this search term,2024-12-17 15:00:19
Vercammen Stefaan,Vercammen Stefaan,ENT LP Active,2024-12-17 15:00:35
Confidas NV,Confidas,ENT LP Active,2024-12-17 15:00:50
SG Solutions BVBA,SG Solutions,ENT LP Stopped,2024-12-17 15:01:06
B-IT BVBA,B-IT,EU Stopped,2024-12-17 15:01:22
Madou-Ballonvaarten.be NV,Madou-Ballonvaarten.be,No result found for this search term,2024-12-17 15:01:37
Verheyden P,Verheyden P,not found in KBO data table,2024-12-17 15:01:53
"Lambrecht Nummer ̩̩n in Banden nv, Lambrecht nr. 1 in Banden [VEGORBER]","Lambrecht Nummer ̩̩n in Banden , Lambrecht nr. 1 in Banden [VEGORBER]",No result found for this search term,2024-12-17 15:02:08
Wationg-Baeten/C.,Wationg-Baeten/C.,No result found for this search term,2024-12-17 15:02:24
Welvaert W,Welvaert W,not found in KBO data table,2024-12-17 15:02:39
Businaro/Lucr?ce [COIFFURE LUCRECE],Businaro/Lucr?ce [COIFFURE LUCRECE],No result found for this search term,2024-12-17 15:02:55
Agentschap Lecomte,Agentschap Lecomte,No result found for this search term,2024-12-17 15:03:10
"Aalst stadhuis, Leefmilieu","Aalst stadhuis, Leefmilieu",No result found for this search term,2024-12-17 15:03:26
CB Antiek en Decoratie,CB Antiek en Decoratie,not found in KBO data table,2024-12-17 15:03:42
Dubuc B,Dubuc B,not found in KBO data table,2024-12-17 15:03:57
AT Your Services,AT Your Services,ENT LP Active,2024-12-17 15:04:13
PEENEN/GERT,PEENEN/GERT,No result found for this search term,2024-12-17 15:04:28
Passe-Partout,Passe-Partout,not found in KBO data table,2024-12-17 15:04:44
Jacobs Gebr,Jacobs Gebr,not found in KBO data table,2024-12-17 15:05:01
Reizen De Bever BVBA,Reizen De Bever,No result found for this search term,2024-12-17 15:05:16
Willems BVBA,Willems,not found in KBO data table,2024-12-17 15:05:34
Bateau Ivre (Le) SPRL,Bateau Ivre (Le),not found in KBO data table,2024-12-17 15:05:50
"Institut Saint-Henri, Ecole de Promotion Sociale","Institut Saint-Henri, Ecole de Promotion Sociale",not found in KBO data table,2024-12-17 15:06:06
"Accueil, Receveur communal","Accueil, Receveur communal",No result found for this search term,2024-12-17 15:06:22
Mewi,Mewi,ENT LP Active,2024-12-17 15:06:37
Beratung und Lebenshilfe (SPZ),Beratung und Lebenshilfe (SPZ),No result found for this search term,2024-12-17 15:06:53
Vranckx/Andr̩,Vranckx/Andr̩,No result found for this search term,2024-12-17 15:07:08
Crea Verde,Crea Verde,ENT LP Active,2024-12-17 15:07:24
Traxxeo,Traxxeo,ENT LP Active,2024-12-17 15:07:39
Alu PVC Antoine BVBA,Alu PVC Antoine,not found in KBO data table,2024-12-17 15:07:55
M &amp M Fotodesign,M &amp M Fotodesign,No result found for this search term,2024-12-17 15:08:10
Opus Marble Belgium SA,Opus Marble Belgium SA,not found in KBO data table,2024-12-17 15:08:26
SB Vertaalservice,SB Vertaalservice,EU Stopped,2024-12-17 15:08:42
Studio Indigo,Studio Indigo,EU Stopped,2024-12-17 15:08:57
VRIJE BASISSCHOOL DE BOLSTER NEERIJSE,VRIJE BASISSCHOOL DE BOLSTER NEERIJSE,ENT LP Stopped,2024-12-17 15:09:13
Vleirick A &amp K,Vleirick A &amp K,No result found for this search term,2024-12-17 15:09:29
Campolanda NV,Campolanda,ENT LP Stopped,2024-12-17 15:09:44
Delcaert NV,Delcaert,ENT LP Active,2024-12-17 15:10:00
Multimex BVBA,Multimex,ENT LP Stopped,2024-12-17 15:10:15
Thermoconcept SPRL,Thermoconcept,ENT LP Active,2024-12-17 15:10:31
Boussemaere Zakenkantoor BVBA,Boussemaere Zakenkantoor,not found in KBO data table,2024-12-17 15:10:46
Comptoir d'Escompte Europ̩en,Comptoir d'Escompte Europ̩en,error,
Technosol SA,Technosol SA,not found in KBO data table,2024-12-17 15:12:03
Zakenkantoor Vandeputte Rik,Zakenkantoor Vandeputte Rik,ENT LP Active,2024-12-17 15:12:19
Relais St-Monon,Relais St-Monon,No result found for this search term,2024-12-17 15:12:34
S.K.V.-Dienstencentrum CVBA,S.K.V.-Dienstencentrum,not found in KBO data table,2024-12-17 15:12:50
Fijnkost Dirk,Fijnkost Dirk,error,
Tirions/Hubert,Tirions/Hubert,not found in KBO data table,2024-12-17 15:14:06
Printing &amp Sign Services BVBA,Printing &amp Sign Services,No result found for this search term,2024-12-17 15:14:22
Rabaey N. [IBIS],Rabaey N. [IBIS],No result found for this search term,2024-12-17 15:14:37
Anro bvba [FONO HARMONIEK],Anro  [FONO HARMONIEK],No result found for this search term,2024-12-17 15:14:53
Teresinski B,Teresinski B,error,
Universitair Centrum St.Jozef,Universitair Centrum St.Jozef,error,
Scholengroep 23 : Meetjesland,Scholengroep 23 : Meetjesland,error,
Beauprez M,Beauprez M,error,
Heja Projects,Heja Projects,error,
August Nijs Zakenkantoor BVBA,August Nijs Zakenkantoor,error,
ACOD-CGSP,ACOD-CGSP,error,
J C L Bureau Compta sprl,J C L Bureau Compta,error,
Soete ('T),Soete ('T),error,
Cox/Ludo,Cox/Ludo,error,
Bureau Technique Vis̩tois d'Assurances sa,Bureau Technique Vis̩tois d'Assurances sa,error,
Gezinsspaarkaart,Gezinsspaarkaart,No result found for this search term,2024-12-17 14:50:19
Europac Belgium BVBA,Europac Belgium,ENT LP Stopped,2024-12-17 14:50:35
Vandenbroucke B,Vandenbroucke B,not found in KBO data table,2024-12-17 14:50:51
Vannieuwenborgh-Provoost BVBA,Vannieuwenborgh-Provoost,not found in KBO data table,2024-12-17 14:51:06
Meykens-Vangerven/Patrick [POWER CREATIONS & SOLUTIONS],Meykens-Vangerven/Patrick [POWER CREATIONS & SOLUTIONS],No result found for this search term,2024-12-17 14:51:22
Lib̩ration-Films ASBL,Lib̩ration-Films,No result found for this search term,2024-12-17 14:51:37
Maison de la Vie Paysanne &amp des M̩tiers Oubli̩s ASBL,Maison de la Vie Paysanne &amp des M̩tiers Oubli̩s,No result found for this search term,2024-12-17 14:51:53
Administration,Administration,not found in KBO data table,2024-12-17 14:52:11
Automation &amp Robotics SA,Automation &amp Robotics SA,No result found for this search term,2024-12-17 14:52:27
Isaekshoef VZW,Isaekshoef,No result found for this search term,2024-12-17 14:52:42
Magnus Ria,Magnus Ria,No result found for this search term,2024-12-17 14:52:58
Pro-Garden BVBA,Pro-Garden,ENT LP Active,2024-12-17 14:53:13
Preudhomme/Etienne [PREUD'HOMME JURGEN],Preudhomme/Etienne [PREUD'HOMME JURGEN],No result found for this search term,2024-12-17 14:53:29
Plets/Antoon,Plets/Antoon,No result found for this search term,2024-12-17 14:53:45
Wincor Nixdorf Services NV,Wincor Nixdorf Services,ENT LP Stopped,2024-12-17 14:54:01
Blondeel R,Blondeel R,No result found for this search term,2024-12-17 14:54:17
Espace Vin Pirard,Espace Vin Pirard,EU Stopped,2024-12-17 14:54:32
Atoll interim nv,Atoll interim,ENT LP Stopped,2024-12-17 14:54:48
HARIG,HARIG,ENT LP Stopped,2024-12-17 14:55:04
Sterckx H,Sterckx H,not found in KBO data table,2024-12-17 14:55:20
Danzateljee,Danzateljee,EU Stopped,2024-12-17 14:55:36
White Farm Passchendaele BVBA,White Farm Passchendaele,ENT LP Active,2024-12-17 14:55:51
Devos Interieurs,Devos Interieurs,EU Active,2024-12-17 14:56:07
De Backer-Longueville/G. [TRAITEUR DE BACKER],De Backer-Longueville/G. [TRAITEUR DE BACKER],No result found for this search term,2024-12-17 14:56:22
Matthijs/G. [MATRA],Matthijs/G. [MATRA],No result found for this search term,2024-12-17 14:56:38
Gevim SA,Gevim SA,No result found for this search term,2024-12-17 14:56:53
PIRON CENTRALE SPRL,PIRON CENTRALE,not found in KBO data table,2024-12-17 14:57:09
Vanbass SPRL,Vanbass,ENT LP Stopped,2024-12-17 14:57:25
Lowette D,Lowette D,not found in KBO data table,2024-12-17 14:57:40
"Vandenhende Ursmar, Construct.& Couvertures","Vandenhende Ursmar, Construct.& Couvertures",No result found for this search term,2024-12-17 14:57:56
Baskerville NV,Baskerville,ENT LP Active,2024-12-17 14:58:11
Vervliet P,Vervliet P,No result found for this search term,2024-12-17 14:58:27
Dercor,Dercor,No result found for this search term,2024-12-17 14:58:42
Bureau Michel,Bureau Michel,ENT LP Stopped,2024-12-17 14:58:58
Autre Lieu (L'),Autre Lieu (L'),not found in KBO data table,2024-12-17 14:59:13
Lavend Homme/Gil,Lavend Homme/Gil,not found in KBO data table,2024-12-17 14:59:29
Renardy A,Renardy A,not found in KBO data table,2024-12-17 14:59:45
Parasol nv,Parasol,ENT LP Stopped,2024-12-17 15:00:01
Hearn-De Wolf/M,Hearn-De Wolf/M,No result found for this search term,2024-12-17 15:00:17
Dabompr̩ SPRL,Dabompr̩,error,
L'Ormille SA,L'Ormille SA,not found in KBO data table,2024-12-17 15:01:33
Henac,Henac,not found in KBO data table,2024-12-17 15:01:49
Vandeur-Havet/Joseph,Vandeur-Havet/Joseph,No result found for this search term,2024-12-17 15:02:04
K N K Trading BVBA,K N K Trading,No result found for this search term,2024-12-17 15:02:20
Nateus,Nateus,error,
"H?pital Psychiatrique Ch?ne aux Haies, Pharmacie [CENTRE HOSPITALIER PSYCHIATRIQUE DU CHENE AUX HAIES]","H?pital Psychiatrique Ch?ne aux Haies, Pharmacie [CENTRE HOSPITALIER PSYCHIATRIQUE DU CHENE AUX HAIES]",No result found for this search term,2024-12-17 15:03:37
Van Dyck S,Van Dyck S,not found in KBO data table,2024-12-17 15:03:52
Delladent SPRL,Delladent,ENT LP Stopped,2024-12-17 15:04:08
Vertongen/Luc,Vertongen/Luc,not found in KBO data table,2024-12-17 15:04:24
Georges E,Georges E,error,
"KLEMSKERKE, Dewaele Y.","KLEMSKERKE, Dewaele Y.",No result found for this search term,2024-12-17 15:05:40
Declairfayt-Tutelaire/T. [DECLAIRFAYT THIERRY],Declairfayt-Tutelaire/T. [DECLAIRFAYT THIERRY],No result found for this search term,2024-12-17 15:05:55
Muyldermans/Edouard,Muyldermans/Edouard,not found in KBO data table,2024-12-17 15:06:11
Degeyne/Jean-Pierre,Degeyne/Jean-Pierre,not found in KBO data table,2024-12-17 15:06:27
Nutriceuticoils NV,Nutriceuticoils,error,
Glenneth BVBA,Glenneth,error,
AZ SINT JAN AV N.V.,AZ SINT JAN AV N.V.,error,
Rougadou,Rougadou,error,
CARION - BECA SA,CARION - BECA SA,error,
Bjrn Prins,Bjrn Prins,error,
Coppens Paul,Coppens Paul,error,
Ter Burg RVT,Ter Burg RVT,error,
Van Steenlandt/Bram [DIOMEDIA],Van Steenlandt/Bram [DIOMEDIA],error,
General Project Consulting [G.P.C.],General Project Consulting [G.P.C.],error,
Mathu/V.,Mathu/V.,error,
Imaqs,Imaqs,error,
Gallo/Salvatore,Gallo/Salvatore,error,
Recylim Nv,Recylim,error,
Somers/Kurt,Somers/Kurt,error,
Dolphin Secutrom/Bart,Dolphin Secutrom/Bart,error,
Glazemakers Mon,Glazemakers Mon,error,
Arcom Bvba,Arcom,error,
Fisicaro Carlo,Fisicaro Carlo,error,
De Nethe [DE NETHE REST],De Nethe [DE NETHE REST],error,
Onze Lieve Vrouw Presentatie,Onze Lieve Vrouw Presentatie,error,
Ceulemans/Bob [HEALTH TERMINAL],Ceulemans/Bob [HEALTH TERMINAL],error,
Brasseur Pharmacie sprl [PHARMACIE CLAUDE BRASSEUR],Brasseur Pharmacie  [PHARMACIE CLAUDE BRASSEUR],not found in KBO data table,2024-12-17 15:29:03
Het Gezellehuis bvba,Het Gezellehuis,ENT LP Stopped,2024-12-17 15:29:18
Doggytalk,Doggytalk,No result found for this search term,2024-12-17 15:29:34
Demeyer/Rita,Demeyer/Rita,not found in KBO data table,2024-12-17 15:29:49
Tudorof L,Tudorof L,not found in KBO data table,2024-12-17 15:30:05
Interieur Gilis nv,Interieur Gilis,EU Active,2024-12-17 15:30:21
Verhoeven Architectenbureau BVBA,Verhoeven Architectenbureau,ENT LP Active,2024-12-17 15:30:37
Anne Aerts,Anne Aerts,not found in KBO data table,2024-12-17 15:30:53
Miltsakakis/Soulis,Miltsakakis/Soulis,No result found for this search term,2024-12-17 15:31:09
Van Camp/Henri,Van Camp/Henri,not found in KBO data table,2024-12-17 15:31:24
Aqua-Block BVBA,Aqua-Block,ENT LP Active,2024-12-17 15:31:40
Academie des Beaux-Arts de la Ville de Tournai,Academie des Beaux-Arts de la Ville de Tournai,not found in KBO data table,2024-12-17 15:31:55
Wit Architectenvennootschap/Jan,Wit Architectenvennootschap/Jan,No result found for this search term,2024-12-17 15:32:11
Sigeloc sa,Sigeloc sa,not found in KBO data table,2024-12-17 15:32:27
Komilfoo,Komilfoo,ENT LP Stopped,2024-12-17 15:32:43
Huresco,Huresco,ENT LP Active,2024-12-17 15:32:58
Gentleman,Gentleman,not found in KBO data table,2024-12-17 15:33:14
De Ridder/Josiane,De Ridder/Josiane,not found in KBO data table,2024-12-17 15:33:30
M'Bulula J,M'Bulula J,No result found for this search term,2024-12-17 15:33:45
Fabry J-M,Fabry J-M,No result found for this search term,2024-12-17 15:34:01
Defoort Paul,Defoort Paul,not found in KBO data table,2024-12-17 15:34:16
Manufleurs,Manufleurs,EU Active,2024-12-17 15:34:32
Arcos Belgium NV,Arcos Belgium,not found in KBO data table,2024-12-17 15:34:48
Verco-Metaal BVBA,Verco-Metaal,ENT LP Active,2024-12-17 15:35:03
Mondin-Vanhoenacker C,Mondin-Vanhoenacker C,No result found for this search term,2024-12-17 14:50:18
De Brouwketel [DEN BROUWKETEL],De Brouwketel [DEN BROUWKETEL],not found in KBO data table,2024-12-17 14:50:33
Kadee,Kadee,not found in KBO data table,2024-12-17 14:50:49
Knockaert J,Knockaert J,No result found for this search term,2024-12-17 14:51:05
Angola,Angola,not found in KBO data table,2024-12-17 14:51:21
"Administration g̩n̩rale, C.P.A.S.","Administration g̩n̩rale, C.P.A.S.",No result found for this search term,2024-12-17 14:51:37
NAC BVBA,NAC,EU Stopped,2024-12-17 14:51:53
Schollaert-Haverhals/F.,Schollaert-Haverhals/F.,No result found for this search term,2024-12-17 14:52:09
Infor Mail,Infor Mail,not found in KBO data table,2024-12-17 14:52:24
Lenaerts/Chris,Lenaerts/Chris,not found in KBO data table,2024-12-17 14:52:40
